TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-431-2025","2025-01-08 08:44:28","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","1937000","670.97","670.97","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","JUMEIRAH PARK 7A"
"13-432-2025","2025-01-08 12:02:51","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","EMIRATE LIVING","Land","Commercial","6360000","540.05","540.05","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-433-2025","2025-01-07 14:42:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMAAR SOUTH","Building","Villa","2208000","251.8","251.8","4 B/R","","","","Al Makhtoum International Airport","0","0","","Parkside 2"
"13-434-2025","2025-01-07 15:22:14","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","3180000","255","255","","","","","","0","0","","MUROOJ ALFURJAN WEST"
"13-435-2025","2025-01-08 09:03:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2560000","172.36","172.36","4 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-436-2025","2025-01-08 12:43:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2522800","461.7","461.7","2 B/R","P3-103","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-437-2025","2025-01-08 07:48:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","678400","63.84","63.84","1 B/R","P-295","","","Dubai Cycling Course","0","0","","RAWDA APARTMENTS"
"13-438-2025","2025-01-07 15:54:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1072500","108.1","108.1","2 B/R","GZ4E89","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"13-439-2025","2025-01-08 04:51:33","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","350000","746.52","746.52","","","","","","0","0","",""
"13-44-2025","2025-01-02 10:41:48","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","LA MER","Unit","Flat","660000","72.45","72.45","1 B/R","B-128","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Port De La Mer - La Sirene 2"
"13-440-2025","2025-01-07 16:39:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","620000","82.27","82.27","2 B/R","P-287","","","Dubai Cycling Course","0","0","","HAYAT BOULEVARD"
"13-441-2025","2025-01-07 16:52:35","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","5379500","715.26","715.26","","","","","","0","0","","Murooj Al Furjan 2 "
"13-442-2025","2025-01-08 10:17:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","911600","69.41","69.41","1 B/R","P2-38","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","CLAYTON RESIDENCY"
"13-443-2025","2025-01-07 17:37:07","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","3000000","238","238","","","","","","0","0","","MUROOJ ALFURJAN WEST"
"13-445-2025","2025-01-07 22:57:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","616960","51.65","51.65","1 B/R","G-43","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 26"
"13-449-2025","2025-01-08 08:55:06","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","Government Housing","750000","780.53","780.53","","","","","","0","0","",""
"13-45-2025","2025-01-02 11:31:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","327540","78.29","78.29","1 B/R","B/A-6","","","IMG World Adventures","0","0","","SKY COURTS"
"13-450-2025","2025-01-08 08:41:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1780800","87.7","87.7","1 B/R","B-2329","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-451-2025","2025-01-08 08:52:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Land","Residential","2213122","240","240","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-452-2025","2025-01-08 08:53:54","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","DUBAI SPORTS CITY","Land","Commercial","5958460","854","854","","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-453-2025","2025-01-08 09:59:33","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","3710000","330.15","330.15","3 B/R","2","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","ALSEEF I"
"13-454-2025","2025-01-08 10:49:45","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","1950000","1356.38","1356.38","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-455-2025","2025-01-08 12:31:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","918400","95.83","95.83","1 B/R","P1-61","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","CAPITAL BAY B"
"13-456-2025","2025-01-08 09:10:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","880000","65.77","65.77","1 B/R","50B2","Dubai Marina","Marina Mall","Burj Al Arab","0","0","",""
"13-457-2025","2025-01-08 09:15:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2332000","234.02","234.02","3 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 2"
"13-458-2025","2025-01-08 13:24:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1725000","161","161","3 B/R","","","","IMG World Adventures","0","0","","La Rosa 6 "
"13-459-2025","2025-01-08 10:18:05","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Madinat Hind 4","Land","","1140000","753.77","753.77","","","","","","0","0","",""
"13-46-2025","2025-01-02 10:48:18","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","1997000","112.11","112.11","2 B/R","P1-24","","","","0","0","","BEACH VISTA"
"13-460-2025","2025-01-08 11:02:59","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1640000","129.32","129.32","2 B/R","77","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"13-461-2025","2025-01-08 09:29:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1480000","154.62","154.62","2 B/R","B-06 , G-09","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","PARK ONE"
"13-462-2025","2025-01-08 10:18:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","7000000","1160.27","1160.27","","","","","Motor City","0","0","",""
"13-463-2025","2025-01-08 09:59:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","915200","80.46","80.46","1 B/R","G-33","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-464-2025","2025-01-08 09:53:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1581520","139.72","139.72","2 B/R","P1-26","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Catch Residences By IGO "
"13-465-2025","2025-01-13 07:59:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","413337","100.65","100.65","1 B/R","B1-19","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"13-467-2025","2025-01-08 09:52:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","787792","113.73","113.73","2 B/R","G-147","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","UNIESTATE SPORTS TOWER"
"13-468-2025","2025-01-08 10:29:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","675000","57.72","57.72","1 B/R","BZ2E76","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - AFNAN"
"13-469-2025","2025-01-09 12:15:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","2880000","165.18","165.18","2 B/R","5-LG186","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","MARINA RESIDENCE"
"13-47-2025","2025-01-02 11:27:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","2081520","196.34","196.34","3 B/R","T3-UP1-33, T3-UP1-43","","","Motor City","0","0","","DAMAC HILLS - GOLF PROMENADE"
"13-470-2025","2025-01-08 10:29:09","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","370000","37.85","37.85","Studio","G-A113","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"13-471-2025","2025-01-08 10:30:22","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1200000","138.68","138.68","1 B/R","(1)","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","CONCORDE TOWER"
"13-472-2025","2025-01-08 16:09:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1000000","155.19","155.19","3 B/R","2","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","DUBAI ARCH TOWER"
"13-473-2025","2025-01-08 10:27:46","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","312000","42.18","42.18","Studio","G-67","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GIOVANNI BOUTIQUE"
"13-474-2025","2025-01-08 10:40:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SERENA","Building","Villa","2671200","275.91","275.91","3 B/R","","","","Hamdan Sports Complex","0","0","","Serena - Casa Viva "
"13-475-2025","2025-01-08 10:45:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","2756000","273.41","273.41","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta B"
"13-476-2025","2025-01-08 13:29:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","4326280.66","265.51","265.51","3 B/R","","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf Grove"
"13-477-2025","2025-01-08 10:34:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2020000","123.65","123.65","2 B/R","P4 - 4003","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"13-478-2025","2025-01-08 14:40:30","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","729280","62.24","62.24","1 B/R","P2-95","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"13-479-2025","2025-01-08 11:14:23","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","7200000","1430.98","1430.98","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-48-2025","2025-01-02 15:11:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","820000","71.09","71.09","1 B/R","P2-35","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-480-2025","2025-01-08 10:46:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Stacked Townhouses","1575848","174.19","174.19","2 B/R","038A,038B","","","Expo 2020 Site","0","0","","THE PULSE TOWNHOUSES"
"13-481-2025","2025-01-08 10:44:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","2500000","273.33","273.33","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"13-482-2025","2025-01-08 11:40:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","784400","139.08","139.08","3 B/R","B21","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"13-483-2025","2025-01-08 11:05:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","2910000","900.04","900.04","","","","","Motor City","0","0","",""
"13-484-2025","2025-01-08 10:34:25","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","3040000","255","255","","","","","","0","0","","MUROOJ ALFURJAN WEST"
"13-485-2025","2025-01-08 11:07:39","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","PALM JUMEIRAH","Land","Commercial","18200000","679.53","679.53","","","Al Sufouh","Marina Mall","Burj Al Arab","0","0","",""
"13-486-2025","2025-01-08 12:45:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1096000","131.38","131.38","2 B/R","B2-54","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SIRAJ TOWER"
"13-487-2025","2025-01-09 14:24:31","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","EMIRATE LIVING","Land","Commercial","5416600","527.21","527.21","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-488-2025","2025-01-08 11:09:54","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2981241","276.82","276.82","3 B/R","B1-37,38","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","23 MARINA"
"13-489-2025","2025-01-08 11:43:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Unit","Flat","571520","59.23","59.23","1 B/R","G-07","","","","0","0","","DAMAC HILLS (2) - AVENCIA "
"13-49-2025","2025-01-02 13:46:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MAJAN","Unit","Flat","4200000","111","111","2 B/R","P2-32","","","IMG World Adventures","0","0","",""
"13-490-2025","2025-01-08 11:11:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Land","Residential","3300000","406.71","406.71","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Sidra 2"
"13-491-2025","2025-01-08 11:10:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 1","Unit","Flat","1341517","71.27","71.27","1 B/R","L2-0229","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 15"
"13-492-2025","2025-01-08 11:54:36","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","10917000","1393.55","1393.55","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"13-493-2025","2025-01-08 11:34:44","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1355000","224.08","224.08","3 B/R","B18 & B19","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-494-2025","2025-01-08 11:43:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","932800","84.77","84.77","1 B/R","G-39","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-495-2025","2025-01-09 08:32:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","437500","44.95","44.95","Studio","G-96","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland Greens - Phase III"
"13-496-2025","2025-01-08 13:16:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","551200","32.77","32.77","Studio","B-138","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","0","0","","Farhad Azizi Residence"
"13-497-2025","2025-01-08 11:36:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1696000","136.75","136.75","2 B/R","B1-241","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","CHURCHILL TOWER"
"13-498-2025","2025-01-08 11:47:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL BARARI","Land","Residential","14500000","1660.27","1660.27","","","","","IMG World Adventures","0","0","",""
"13-499-2025","2025-01-08 12:11:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","681760","64.08","64.08","1 B/R","DMCC-0036","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","NEW DUBAI GATE2"
"13-500-2025","2025-01-08 12:32:53","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Jumeirah Third","Land","Residential","5000000","929.03","929.03","","","Noor Bank Metro Station","Dubai Mall","Burj Al Arab","0","0","",""
"13-501-2025","2025-01-08 11:26:27","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","506875","44.76","44.76","1 B/R","B1-62","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 23"
"13-502-2025","2025-01-08 11:52:36","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Hotel Apartment","351920","43.04","43.04","Studio","B-119","","","Expo 2020 Site","0","0","","TENORA"
"13-503-2025","2025-01-08 11:34:08","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TILAL AL GHAF","Land","General Use","5250000","418.5","418.5","","","","","","0","0","","Harmony"
"13-504-2025","2025-01-08 11:57:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1428000","84.08","84.08","2 B/R","P1-16","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","REVA RESIDENCES"
"13-505-2025","2025-01-08 12:14:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1102400","113.01","113.01","2 B/R","1F-43","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","AZIZI. TULIP"
"13-506-2025","2025-01-08 12:07:38","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","6300000","718.29","718.29","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-507-2025","2025-01-08 14:25:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","720000","93.42","93.42","2 B/R","G-60","","","Motor City","0","0","","REMRAAM"
"13-508-2025","2025-01-08 13:39:54","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","250000","38.02","38.02","Studio","DMCC-1229","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","LAKE CITY TOWER"
"13-509-2025","2025-01-08 12:42:37","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","JUMEIRAH PARK","Land","Commercial","11557525","809.15","809.15","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"13-51-2025","2025-01-02 11:24:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","702144","82.77","82.77","1 B/R","P2-28","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Samia Residence"
"13-510-2025","2025-01-08 12:06:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1000640","47.12","47.12","1 B/R","B-198","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf ville"
"13-511-2025","2025-01-08 12:55:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Residential","2183000","187.2","187.2","","","","","Dubai Cycling Course","0","0","","MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA"
"13-512-2025","2025-01-08 14:17:04","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Muhaisanah Fourth","Land","Industrial","16500000","9337.87","9337.87","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-513-2025","2025-01-08 13:54:44","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","PALM JUMEIRAH","Land","Commercial","15000000","658.27","658.27","","","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","",""
"13-514-2025","2025-01-08 12:50:44","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","571200","30.82","30.82","Studio","B1-93","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 48"
"13-515-2025","2025-01-08 12:58:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1120000","135.36","135.36","2 B/R","S106-S107","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"13-516-2025","2025-01-08 12:52:28","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Oud Al Muteena First","Land","Residential","2555000","855.92","855.92","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-517-2025","2025-01-13 11:26:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2250000","133.87","133.87","2 B/R","JG - 61","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"13-518-2025","2025-01-09 12:33:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","3280000","251.92","251.92","4 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"13-519-2025","2025-01-09 14:45:47","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Residential","1000000","1175.13","1175.13","","","Etisalat Metro Station","City Centre Mirdif","","0","0","",""
"13-52-2025","2025-01-02 11:43:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1356800","129.97","129.97","2 B/R","F-52","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"13-520-2025","2025-01-08 13:15:30","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","551200","34.91","34.91","Studio","B1-86","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 25"
"13-521-2025","2025-01-08 13:16:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1936970","85.01","85.01","1 B/R","118","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-522-2025","2025-01-08 13:19:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1384000","91.51","91.51","1 B/R","B1-188","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-523-2025","2025-01-08 14:15:57","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mushrif","Land","","1000000","1372.74","1372.74","","","","","","0","0","",""
"13-524-2025","2025-01-08 13:49:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","890400","52.12","52.12","1 B/R","B3-53","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","WEST WHAREF TOWER"
"13-525-2025","2025-01-08 13:22:04","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","528000","50.45","50.45","Studio","B1-084","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"13-526-2025","2025-01-08 13:37:19","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","1670000","243","243","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 2"
"13-527-2025","2025-01-08 13:29:22","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","450000","63.45","63.45","1 B/R","61 B1","Dubai Marina","Marina Mall","Burj Al Arab","0","0","",""
"13-528-2025","2025-01-08 14:13:57","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Oud Al Muteena First","Land","","911044","720.74","720.74","","","","","","0","0","",""
"13-529-2025","2025-01-08 14:13:42","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Khawaneej Second","Land","","1000000","762.85","762.85","","","","","","0","0","",""
"13-53-2025","2025-01-02 11:48:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1502717","171.54","171.54","4 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"13-530-2025","2025-01-08 14:18:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","492900","66.73","66.73","1 B/R","BZ3D23","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - DANIA"
"13-531-2025","2025-01-09 13:13:31","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Rega Al Buteen","Unit","Flat","860000","132.85","132.85","2 B/R","L2/ 23","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"13-532-2025","2025-01-08 14:23:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2883200","243","243","3 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 2"
"13-533-2025","2025-01-08 14:35:44","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","551200","42.48","42.48","1 B/R","G-17","","","Motor City","0","0","","DAMAC HILLS - GOLF VITA"
"13-534-2025","2025-01-08 14:05:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Villa","955136","287.09","287.09","","","","","Dubai Cycling Course","0","0","","ARABELLA 2 - TOWNHOUSES AT MUDON"
"13-535-2025","2025-01-08 14:57:56","Mortgage","Mortgage Registration","Ready","Non Free Hold","Commercial","Al Suq Al Kabeer","Land","Commercial","21375000","1093.06","1093.06","","","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
